cut,max_wear
1,31.41635516
2,34.8927704
3,38.10284657
4,41.06102301
5,43.78119133
6,46.27671037
7,48.56042098
8,50.64466037
9,52.54127629
10,54.26164088
11,55.81666418
12,57.21680745
13,58.47209617
14,59.59213275
15,60.58610902
16,61.46281844
17,62.23066801
18,62.89769001
19,63.47155339
20,63.959575
21,64.36873051
22,64.70566514
23,64.9767041
24,65.1878629
25,65.34485725
26,65.45311297
27,65.51777545
28,65.54371906
29,65.54371906
30,65.54371906
31,65.54371906
32,65.54371906
33,65.54371906
34,65.54371906
35,65.54371906
36,65.9459689
37,66.35836702
38,66.76413333
39,67.16474862
40,67.56156165
41,67.95579535
42,68.34855283
43,68.74082317
44,69.1334871
45,69.52732244
46,69.92300941
47,70.32113581
48,70.72220197
49,71.12662555
50,71.53474627
51,71.94683041
52,72.36307514
53,72.78361282
54,73.208515
55,73.63779647
56,74.07141897
57,74.50929495
58,74.95129106
59,75.39723162
60,75.84690187
61,76.3000512
62,76.75639617
63,77.21562347
64,77.67739272
65,78.14133923
66,78.60707661
67,79.07419922
68,79.54228463
69,80.01089589
70,80.47958375
71,80.94788874
72,81.41534322
73,81.88147329
74,82.34580059
75,82.8078441
76,83.26712176
77,83.72315207
78,84.17545561
79,84.6235564
80,85.06698331
81,85.50527131
82,85.93796266
83,86.36460805
84,86.78476767
85,87.19801218
86,87.60392369
87,88.00209657
88,88.39213832
89,88.77367027
90,89.14632832
91,89.50976354
92,89.86364278
93,90.20764919
94,90.54148272
95,90.86486054
96,91.17751744
97,91.47920614
98,91.76969765
99,92.04878148
100,92.31626586
101,92.57197792
102,92.81576385
103,93.04748896
104,93.26703779
105,93.47431411
106,93.66924092
107,93.85176045
108,94.02183405
109,94.17944214
110,94.32458407
111,94.45727798
112,94.57756064
113,94.68548722
114,94.78113112
115,94.86458369
116,94.935954
117,94.99536852
118,95.04297086
119,95.07892145
120,95.10339716
121,95.11659101
122,95.11871175
123,95.11871175
124,95.11871175
125,95.11871175
126,95.11871175
127,95.11871175
128,95.11871175
129,95.11871175
130,95.11871175
131,95.11871175
132,95.11871175
133,95.20726268
134,95.44025205
135,95.66161694
136,95.87144806
137,96.06985284
138,96.25695507
139,96.43289455
140,96.59782671
141,96.75192223
142,96.89536664
143,97.02835992
144,97.15111612
145,97.26386291
146,97.36684116
147,97.46030457
148,97.54451915
149,97.61976286
150,97.68632512
151,97.7445064
152,97.79461776
153,97.83698037
154,97.87192512
155,97.89979211
156,97.92093022
157,97.93569664
158,97.94445643
159,97.94758207
160,97.94758207
161,97.94758207
162,97.94758207
163,97.94758207
164,97.94758207
165,97.94758207
166,97.94758207
167,97.94758207
168,97.94758207
169,97.94758207
170,97.94758207
171,97.94758207
172,97.94758207
173,97.94758207
174,97.94758207
175,97.94758207
176,97.94758207
177,97.94758207
178,97.94758207
179,97.94758207
180,97.94758207
181,97.94758207
182,97.94758207
183,97.94758207
184,97.94758207
185,97.94758207
186,97.94758207
187,97.94758207
188,97.94758207
189,97.94758207
190,97.94758207
191,97.94758207
192,97.94758207
193,97.94758207
194,97.94758207
195,97.94758207
196,97.94758207
197,97.94758207
198,98.04939711
199,98.16385952
200,98.28908463
201,98.42538882
202,98.57308034
203,98.73245902
204,98.90381609
205,99.08743402
206,99.28358632
207,99.49253735
208,99.71454217
209,99.94984642
210,100.1986861
211,100.4612875
212,100.737867
213,101.0286311
214,101.3337761
215,101.6534881
216,101.9879429
217,102.337306
218,102.7017323
219,103.0813662
220,103.4763417
221,103.8867818
222,104.3127991
223,104.7544953
224,105.362396
225,106.1176442
226,106.8910702
227,107.6825431
228,108.4919199
229,109.3190454
230,110.1637529
231,111.0258638
232,111.9051881
233,112.8015244
234,113.7146603
235,114.6443724
236,115.5904267
237,116.5525786
238,117.5305732
239,118.5241458
240,119.5330215
241,120.556916
242,121.5955358
243,122.648578
244,123.715731
245,124.7966747
246,125.8910804
247,126.9986117
248,128.1189241
249,129.2516656
250,130.3964771
251,131.5529925
252,132.7208389
253,133.8996371
254,135.0890018
255,136.2885418
256,137.4978605
257,138.716556
258,139.9442215
259,141.1804455
260,142.4248124
261,143.6769023
262,144.9362918
263,146.202554
264,147.475259
265,148.7539741
266,150.0382639
267,151.3276912
268,152.6218167
269,153.9201996
270,155.2223977
271,156.5279683
272,157.8364676
273,159.1474517
274,160.4604766
275,161.7750987
276,163.090875
277,164.4073631
278,165.724122
279,167.0407123
280,168.3566961
281,169.6716378
282,170.9851038
283,172.2966636
284,173.6058893
285,174.9123562
286,176.2156432
287,177.5153329
288,178.8110119
289,180.102271
290,181.3887056
291,182.6699161
292,183.9455075
293,185.2150905
294,186.4782811
295,187.7347013
296,188.9839787
297,190.2257477
298,191.4596487
299,192.685329
300,193.9024428
301,195.1106513
302,196.3096231
303,197.4990343
304,198.6785687
305,199.8479179
306,201.0067816
307,202.1548679
308,203.291893
309,204.417582
310,205.5316685
311,206.6338951
312,207.7240132
313,208.8017835
314,209.8669762
315,210.9193705
