vib_x_std,vib_x_max,force_x_p2p,force_y_mean,force_x_max,vib_y_std,force_y_max,vib_x_kurtosis,vib_y_kurtosis,force_y_kurtosis,force_y_skewness,force_x_kurtosis,cut,cutter,max_wear
0.07634935766071616,0.33,6.245,0.6294631041059976,3.744,0.0763146487763662,10.724,0.13229315877138914,0.1254590894507941,5.844452277200279,-0.6822183460971171,-0.24518865483257857,1,c1,48.89261732
0.08535004150447482,0.399,12.646,1.11858048275386,8.427,0.08502656187967826,14.302,0.2751716034332574,0.2359823036412365,0.530867940611381,0.3658071594675578,0.022639158282652616,2,c1,49.57081504
0.09564111492673433,0.433,17.528,2.347886262065681,11.534,0.0938164897887096,20.826,0.2627204749701404,0.19454257383733964,0.8129799315681665,0.4872909137900053,0.07331745297867487,3,c1,50.30286727
0.09903156058525651,0.443,17.945,2.7214464651451973,11.788,0.09712509250807107,24.148,0.19198069952101182,0.14304333848147,0.6816227365759491,0.49380090445565866,0.10254792606299645,4,c1,51.08365203
0.08367209482680314,0.447,16.843,2.3511685079978313,12.555,0.08134957892140128,24.337,0.3030404597340741,0.253100745951262,0.4978230404091417,0.378872804855413,0.01693604768047674,5,c1,52.25032922
0.08319920700775525,0.435,18.458,2.3327078950494866,14.291,0.08101503006842127,26.583,0.426084869871,0.25601627379735614,0.55555199419218,0.4311968716784394,-0.050647247415112506,6,c1,56.28276562
0.08340122863256072,0.426,17.924,2.4431466218622444,13.014,0.08176222878418028,27.215,0.44225544218090684,0.3245716952286042,0.5076366589901675,0.4289155233207326,0.006708055238750621,7,c1,59.97661561
0.08586806302993563,0.419,17.469,2.5315786255149293,13.322,0.08427510215206994,26.872,0.46500915617856675,0.342901520762787,0.505549323455722,0.4274042708017076,-0.053229636826643834,8,c1,63.3512879
0.08051658194018728,0.413,16.231,2.546445781323237,10.615,0.07717204398947797,26.321,0.21484072893734263,0.14031747572024855,0.41129862942961104,0.3937327009440995,-0.5724889726933973,9,c1,66.4253909
0.07873024798951465,0.359,17.066,2.525279571365929,10.99,0.07560944493733668,25.764,0.2152612735792343,0.09266807530138133,0.48133177019817985,0.42032039345766126,-0.5150250610933815,10,c1,69.21675719
0.07718219720297322,0.376,17.396,2.63374433435203,11.397,0.07483339215050593,26.906,0.26768314915609803,0.10197072910769389,0.5342344145786946,0.4359387529177518,-0.4876699709266594,11,c1,71.74246752
0.07871233360032989,0.414,17.235,2.748919348652006,11.099,0.07611301188911863,28.727,0.3109248984758439,0.168483400125921,0.5596710128169664,0.4686582779801299,-0.45219711728055767,12,c1,74.01887416
0.08030752048378022,0.356,19.532,2.526244956719901,15.72,0.07577877183537131,28.185,0.14625942342663523,0.023522148381865726,0.6437854008427792,0.41874852211419433,0.03820109161098584,13,c1,76.06162381
0.08006943645670228,0.352,19.545,2.561929652073448,16.622,0.0755277379520011,30.026,0.19124719323618766,0.012391949631457067,0.6529109088978857,0.4985796176643489,0.019669950070939635,14,c1,77.88567991
0.081109865095736,0.36,20.46,2.63404358145734,18.316,0.07624224336148365,31.007,0.17068567795229406,0.01570997954643616,0.6824171945034445,0.497394836240001,0.01917606086375212,15,c1,79.50534445
0.08157376400694567,0.374,19.343,2.718312847607186,19.033,0.0768265914606999,30.47,0.1554195899740125,0.012045698324236742,0.6881898896171021,0.4955223955786971,0.021820248344277093,16,c1,80.93427925
0.0823876762595917,0.384,19.75,2.753795775194329,20.121,0.0773722079959673,31.863,0.1680344314027984,0.028088824864178186,0.6997712391548565,0.4993803348966058,0.02661114255850361,17,c1,82.18552678
0.08193291879287445,0.368,21.097,2.771960547342276,22.009,0.07697225604431465,30.57,0.17472272314119142,0.03173058822393848,0.735803791258907,0.504718939588686,0.017669316327535434,18,c1,83.27153045
0.08157489536556828,0.382,19.988,2.7981866163437044,22.748,0.07674670866532333,31.434,0.16052869724247687,0.029236419355983312,0.735871117366794,0.501669425554176,0.01597403838884448,19,c1,84.20415441
0.08119124491427245,0.368,20.389,2.8410125437226594,23.477,0.07662857483529362,31.719,0.18785397868819764,0.036875197447288066,0.7386410055550012,0.5040861105543999,0.003481230737630181,20,c1,84.99470288
0.08758972125724361,0.423,17.216,2.554461268254946,11.727,0.08319238006732588,25.453,0.1401681993232624,0.12971879916316853,0.5224268043872025,0.33652146724647497,-0.6658834143748038,21,c1,85.653939
0.08807224947376853,0.397,18.267,2.5883197128229485,12.547,0.08356852326687657,28.56,0.18397625335767653,0.119108617794637,0.5636358352146704,0.4392072126603318,-0.6120174001739112,22,c1,86.19210327
0.0883151965275929,0.364,18.759,2.701530052573162,13.062,0.0838672978889647,28.201,0.19008060629854295,0.13598767059536065,0.638273143988358,0.45030441250254466,-0.6105784200215743,23,c1,86.61893145
0.08768047272747724,0.396,19.218,2.790999726076177,13.397,0.08294535750834524,31.635,0.1794371361895326,0.13802001508297357,0.6785448324523564,0.45870489766834954,-0.612507110666975,24,c1,86.94367205
0.08744255819851818,0.392,18.787,2.877131536156685,13.286,0.08264650469454002,29.266,0.1830963199396849,0.11285193503381041,0.655421515726383,0.45120687255681413,-0.6619154946829862,25,c1,87.17510345
0.08763083211125142,0.428,20.233,2.979001625904867,13.976,0.08273750341370893,31.022,0.20567476275952323,0.10947424458296462,0.7102112753215444,0.46649787402938225,-0.666341543540149,26,c1,87.32155046
0.08725838404805568,0.488,19.938000000000002,2.9700040463087714,14.002,0.08231004374651495,31.582,0.24403637898404673,0.13128819967175964,0.7116040154021963,0.47081863264436,-0.6559492745396707,27,c1,87.39090058
0.08772757230818003,0.452,20.007,3.0043029932134337,14.14,0.0830244048110439,32.005,0.2608151267168206,0.1443264018303787,0.7348896666144751,0.4711452836147105,-0.6807838552855507,28,c1,87.39090058
0.08815913475601121,0.463,18.956,3.049281400149807,13.829,0.08346850003889841,30.873,0.27072508290661323,0.19141115952055676,0.7140019386535092,0.46785379756724194,-0.7020223704730517,29,c1,87.39090058
0.08931241559738476,0.434,20.076,3.1252299304749807,14.802,0.08417335649293993,30.702,0.3022920306179264,0.21627631385374446,0.7566493894123494,0.4725128843601256,-0.7032762228576201,30,c1,87.39090058
0.08968957280838419,0.423,19.848,3.156421417062628,14.646,0.08489063292478538,31.433,0.280698330601842,0.22175329432481306,0.7651220192000823,0.4729063759739729,-0.7205185704948471,31,c1,87.39090058
0.09049904548118977,0.481,19.713,3.158319213347701,14.369,0.0856652407207018,31.203,0.2884114556456061,0.21195676489854742,0.7703918264666441,0.47962565665308293,-0.7436542418128429,32,c1,87.39090058
0.08121102809778782,0.394,22.735,3.4142100385994687,16.372,0.07501404557242529,36.051,0.2740041624327345,0.14600390779874672,0.861349615988872,0.4973583230301356,-0.514090179688377,33,c1,87.39090058
0.08116315353940683,0.405,21.865000000000002,2.981430284118903,15.592,0.07575558272088273,35.112,0.38869517759080097,0.241915766710445,0.9038633089086772,0.4951027342859752,-0.5337392803734411,34,c1,87.39090058
0.08344026371534491,0.4,21.418,3.019500897190629,14.918,0.07889200442581323,34.222,0.2521154981242155,0.1543686842622396,0.879588725274663,0.48404973113112,-0.5843558056636455,35,c1,87.39090058
0.08315907046848302,0.356,21.764,3.0617322180125077,14.562,0.07877641304755438,35.634,0.19945842750678278,0.08557478631208504,0.9359251553872956,0.4838775906064197,-0.6192302111716304,36,c1,87.39090058
0.08217343306605536,0.397,22.311,3.15538749588951,15.084,0.0775592896049604,34.044,0.2009695738941204,0.08063238703458309,0.8750565245533961,0.48057458492762145,-0.6287790044470793,37,c1,87.39090058
0.08208072928203754,0.433,21.67,3.19553425351804,14.894,0.07755395437951919,35.294,0.26819330211560244,0.1022162300609244,0.944719954956895,0.4839928780282776,-0.6649141701552419,38,c1,87.39090058
0.08435872674267918,0.461,21.598,3.2821792874321725,15.055,0.08006360229502746,35.386,0.3217732536806168,0.16449143484758988,0.9339916699886537,0.48977641016307205,-0.6896403816570498,39,c1,87.39090058
0.08721483833788868,0.399,21.293,3.29942295647728,14.972,0.08309498898538081,34.746,0.20196451804439697,0.11615421251913904,0.9721546847773603,0.49294880437309857,-0.7068084865147366,40,c1,87.39090058
0.08746177359867369,0.432,21.914,3.3900299757619465,14.746,0.08297443085002414,34.726,0.1672677652987571,0.051276111784400946,1.0122306385636541,0.4989120318000035,-0.729471522897744,41,c1,87.39090058
0.08438078399862382,0.376,20.993,3.4586655875288814,14.869,0.07975609758711319,34.964,0.17106322752553726,0.04860757139144134,1.0082122429470646,0.4943416208922504,-0.7607626574345279,42,c1,87.39090058
0.08350312280401863,0.434,21.996000000000002,3.468033147077889,15.57,0.07850687592709928,37.353,0.27475120287279475,0.0944609394033904,1.0578197996523446,0.5091352727343199,-0.7675622455424551,43,c1,87.39090058
0.08635367910544844,0.427,21.364,3.544299241629174,14.977,0.08142982436146477,35.513,0.3395685628459737,0.18149898228939243,1.0485722113126004,0.515462809205672,-0.788225130839669,44,c1,87.39090058
0.08955685273427237,0.42,22.216,3.619970139101297,15.865,0.08517898772900767,36.15,0.23324459893660476,0.12932906018117052,1.0638065229307445,0.49989576015506776,-0.8098029031909486,45,c1,87.39554943
0.08657963182975391,0.432,21.4,3.64187827074666,15.332,0.08147840629640898,36.821,0.19733292899451937,0.09129593377124623,1.0594562529602483,0.5187047230010942,-0.8199982060111934,46,c1,87.92458016
0.08703309480372148,0.384,21.988,3.736919558964525,15.267,0.08204007403178043,38.742,0.1671464947027057,0.07557020826423155,1.1308290195343673,0.5284844841840535,-0.8236154631237724,47,c1,88.42988794
0.08761183634217475,0.504,21.962,3.7987432476229173,15.648,0.08281960532971136,36.702,0.23849111553498936,0.06839854130888723,1.122383287214304,0.5181915793214349,-0.8385088558104039,48,c1,88.91169574
0.08944687674161876,0.441,21.28,3.836955722049087,14.855,0.08467030595546629,35.139,0.31560563592495594,0.16401391140886723,1.1193811787599515,0.5269292445020916,-0.8597189385094177,49,c1,89.37026282
0.09066054458955809,0.427,21.284,3.888856316618355,14.823,0.08581303503929112,37.348,0.24667329952364536,0.10326418006207616,1.174331776783795,0.5318901975754624,-0.8692678050554825,50,c1,89.80588243
0.08979190605801166,0.382,21.432000000000002,3.972441337696777,15.005,0.08504958637906367,36.721,0.11867812315749848,0.04295429775647852,1.1972706641938915,0.5335282599555244,-0.8760466379323284,51,c1,90.21887955
0.08648918697434282,0.409,21.265,4.0240031538542285,15.462,0.08144942915020063,37.518,0.17068853873919876,0.0718410267835119,1.1976782693450057,0.5310522422495207,-0.8915177564370285,52,c1,90.60960878
